CompanyName,AuthorEmploymentStatus,AuthorJobRole,AuthorLocation,Pros,Cons,ReviewDate,ReviewMainText,ReviewTitle,OverallRating
Boehringer Ingelheim,,Data Management ,"Ridgefield, CT","Best benefits, pay, vacation time, flexibility, perks (travel, bonuses, rewards). Very smart and hard working people.",Location is pretty lame to settle down.,11-Mar-11,I worked at Boehringer Ingelheim ,"""Great Place to work and retire""",5
Boehringer Ingelheim,, ,"Ridgefield, CT",great culture and mid-level management,"long hours, work and life balance",28-Feb-11,I worked at Boehringer Ingelheim ,"""Good company to work for""",4
Boehringer Ingelheim,,Regional Business Director ,"Ridgefield, CT","it is privately owned
ithas a good drug coming soon","layed off people after 30 years of employment and did by a phone call
give objectives that are unattainable
still following a sales model that is obsolete today",25-Sep-10,I have been working at Boehringer Ingelheim ,"""Regional Business Director""",1
Boehringer Ingelheim,, ,"Atlanta, GA",Excellent benefits package.  The salary was comparable to the position that I held.  My original Directors were wonderful to work for.,Was hired into a brand new regional office and an expansion a year later  - only to restructure 1.5 years later and my postion was eliminated.  I did not have a direct manager to support my position and try to keep me employed.  How convenient that was.,10-Aug-10,I worked at Boehringer Ingelheim ,"""Working at BI""",5
Boehringer Ingelheim,, ,"Lynchburg, VA",The people and the sense of team,"Wrong place, wrong time - realignment",21-Jul-10,I worked at Boehringer Ingelheim ,"""OK""",4
Boehringer Ingelheim,,Pharmaceuticals Sales Representative ,"Phila, PA",You get a lot of product education.  Get to build solid relationships with physicians.,Sometimes counterparts aren't a good mix.,18-May-10,I worked at Boehringer Ingelheim ,"""Never thought I would get laid off.""",4
Boehringer Ingelheim,,Pharmaceuticals Sales Representative ,"Fredericksburg, VA",they were very good about work life balance and time off,they did a poor job of communicating changes in the organization which resulted in a reduction of the sales force causing many very good sales people to loose their jobs.  The way they did their reorganization did not make business sense in my opinion.,7-Mar-10,I worked at Boehringer Ingelheim ,"""good place to work but need a better plan for growth""",4
Boehringer Ingelheim,,Pharmaceuticals Sales Representative ,"Green Bay, WI","Good people, really care about company,.","Very limited and concealed communication between management and sales force.  For example, as sales associates we would know that managers were having an ""emergency meeting"" but would be left to speculate on what the topics, bad for morale and trust",9-Mar-10,I have been working at Boehringer Ingelheim ,"""Company in flux right now. Morale low.""",2
Boehringer Ingelheim,,Primary Care Sales Representative II ,"Asheville, NC","autonomy, develop your own territory, good pay and benefits.  crazy paid time off (31 days after 5 years) plus 10 paid vacation days built into the calendar","Bloated management, loss of small company focus, loss of B.I. core family values.  Just another hire and lay off big pharma company now.  extremely hard to get promoted due to crazy matrix.",25-Feb-10,I worked at Boehringer Ingelheim ,"""psr 2 review""",3
Boehringer Ingelheim,,Pharmaceuticals Sales Representative ,"Baton Rouge, LA","While it was a great place to work for years - the company has gotten too big and they have hired management that is steering the company into the ""too big"" pharma world.  This most recent and only layoff they have ever had is proof of that.",They were not forthcoming at all concerning lay offs and these days they don't seem to have a plan other than just changing the sales forces around continually - which doesn't allow reps the develop relationships - a key part to the sell.,22-Feb-10,I have been working at Boehringer Ingelheim ,"""Things must change""",3
Boehringer Ingelheim,, ,"Columbus, OH",Very clean work environment and nice facilities.  The Columbus site is committed to continuous improvement.  The engineering staff is knowledgeable as they tend to only hire experienced people.,Pay is a little below the market.  For mechanical engineers the opportunities within the company are somewhat limited.  There is a disconnect between management and hourly.  A lot of things are still done using paper rather than electronic systems.,17-Feb-10,I have been working at Boehringer Ingelheim ,"""Okay""",3
Boehringer Ingelheim,,Market Access Manager ,"Ridgefield, CT",German private company - lots of time off and job security.,getting promoted to senior management,12-Jan-10,I have been working at Boehringer Ingelheim ,"""Marketing Manager at Boehringer Ingelheim""",4
Boehringer Ingelheim,,Primary Care Representative ,"Charlotte, NC","Good culture, good products, very thorough communication as what is expected out of you, excellent product training.",product could be added to the portfolio with more combination as competitor are doing it much faster. Clinical study could be more focused.,6-Jan-10,I worked at Boehringer Ingelheim ,"""My personal feedback""",5
Boehringer Ingelheim,,Pharmaceuticals Sales Representative ,"Washington, DC","uncapped bonus, match 401K, great health benefits, loved my manager",blindsided us with layoff this past summer.,26-Oct-09,I worked at Boehringer Ingelheim ,"""great company""",4
Boehringer Ingelheim,,Scientist I ,"Danbury, CT","Benefits are great (full tuition reimbursement, 100% 401k match up to 5%, pension, annual bonus, 4 weeks vacation), well staffed, flexible work hours","Salary could be better, boring work, career advancement means chasing promotions for years while your job function stays the same.",28-Aug-09,I have been working at Boehringer Ingelheim ,"""Good place to work""",4
Boehringer Ingelheim,,Pharmaceuticals Sales Representative ,,They offer 5 weeks vacation to start and competitive salary.,"Boehringer Ingelheim
does not offer any sick time, you have to take pto (vacation) days.",8-Sep-09,I have been working at Boehringer Ingelheim ,"""Boehringer-Ingelheim""",2
Boehringer Ingelheim,,Scientist ,"Hilliard, OH","-Training is top notch
-Company culture is relaxed
-Schedules are flexible 
-Benefits package is top notch","-Massive overtime 
-Low pay
-Networking may be more valuable than performing job",4-Apr-09,I have been working at Boehringer Ingelheim ,"""Boehringer Ingelheim Corp.""",3
Boehringer Ingelheim,,Scientist I ,"Saint Joseph, MO","The benefits are outstanding,
Boehringer makes it a priority not to hire too many employees to prevent layoffs. As a result, layoffs are extremely rare for salary employees.
Boehringer pumps 10% of the profits back into R&D which makes my job so much easier and more exciting.","As Boehringer grows, so grows the political environment.
Management is not well organized, but this can be said for most companies.
Because it is such a good place to work, people do not leave.  This can make career development and moving up the ladder very difficult.  When a new process is introduced, Boehringer tends to hire someone new rather than develop an existing employee into the new process, slowing any chance of career development/improvement.",5-Mar-09,I have been working at Boehringer Ingelheim ,"""Boehringer Ingelheim a Quality Place of Work""",4
Boehringer Ingelheim,,Associate Medical Director ,"Danbury, CT","Great Benefits, Good people, but more turnover lately.  People here seem to really care about what they are working on.","Too many hired on resumes, but not managerial skills.  Promotion is who you know.  Pipeline is not as exciting as it once was.",11-Nov-08,I worked at Boehringer Ingelheim ,"""A comfortable place to work, but if you want to move ahead, move on""",4
Boehringer Ingelheim,,Chemist III ,"Petersburg, VA",Good benefits package.  Very flexible with doctor appointments.,Poor communication from management and btween groups.  Promoting from within in uncommon.,11-Sep-08,I have been working at Boehringer Ingelheim ,"""not good for career growth but good benfits""",2
Boehringer Ingelheim,,Manufacturing Team Leader ,"Columbus, OH","Reasonable pay, decent benefits (although Medical is slipping), fair amount of PTO.
Excellent rank and file employees.","Senior management can be very inflexible.
Too much time wasted on constantly changing policies.
""Diversity"" for all but white males.",11-Jun-08,I have been working at Boehringer Ingelheim ,"""Beware Of Constantly Changing Policies""",3
Boehringer Ingelheim,,Current Employee ,,Good progression and opportunities provided for,Agility and implementation is slow,25-Aug-20,I have been working at Boehringer Ingelheim full-time,"""Great""",5
Boehringer Ingelheim,,Current Employee ,,"Management is clear on the vision forward
Good work life balance
Strong focus on employee well being","Slow career progression
Pay a bit low",23-Aug-20,I have been working at Boehringer Ingelheim full-time for more than 3 years,"""Good company with clear vision""",4
Boehringer Ingelheim,,Former Employee ,,"Good products and motto, efficient and knowledgable colleage; grear market competitiveness","My team is not very good. The product is old, too many competitors are there to take our share.",23-Aug-20,I worked at Boehringer Ingelheim full-time for more than a year,"""Generally a good company""",4
Boehringer Ingelheim,,Current Employee ,,"Work friendly environment, scientific approach, strong scientific knowledge, flexibility, highest daily allowance offered in the industry",Not getting enough opportunity for promotions,19-Aug-20,I have been working at Boehringer Ingelheim full-time,"""Good""",4
Boehringer Ingelheim,,Current Employee ,,"Good compensations
Good salary
Great facilities
Good work - life balance
Good culture","Location (if you do not live nearby, is complicated to access to Xochimilco)
Bad atmosphere between the leaders and specialists",21-Aug-20,I have been working at Boehringer Ingelheim full-time for more than 3 years,"""Good company with bad atmosphere""",3
Boehringer Ingelheim,,Current Employee ,,Working for BI (IT) give you stability and a quite competitive income.,Depending on the tech area you are set you can suffer a slow career development.,6-Aug-20,I have been working at Boehringer Ingelheim full-time,"""Solid job""",4
Boehringer Ingelheim,,Current Employee ,,Great place to work. Good place to work.,Management too beaurocractic.Management too beaurocractic.,13-Aug-20,I have been working at Boehringer Ingelheim full-time,"""Good company""",3
Boehringer Ingelheim,,Current Employee ,,Good progression and training development,I’d rather not say right now,27-Jul-20,I have been working at Boehringer Ingelheim full-time,"""Good company for sales""",4
Boehringer Ingelheim,,Former Employee ,,You can learn lot of new things...,"Less salary , And onroll jobs only for sales persons...",20-Jul-20,I worked at Boehringer Ingelheim full-time,"""One of the top most MNC in pharmaceutical..""",4
Boehringer Ingelheim,,Current Employee ,,"Good salary and advantages, good working environment","Too much of procedures, communication is not clear",21-Jul-20,I have been working at Boehringer Ingelheim full-time for more than 5 years,"""Financial controller""",4
Boehringer Ingelheim,,Former Employee ,,Very pleasant and exremely smart people. Amazing products.,"Slow pace of progress, keeping wrong people too long.",10-Jul-20,I worked at Boehringer Ingelheim full-time,"""In principle a good company to work for""",4
Boehringer Ingelheim,,Current Employee ,,"Innovative 
Core values followed strongly 
Aspirational",Not as such. It’s a good company,6-Jul-20,I have been working at Boehringer Ingelheim full-time for more than 10 years,"""Preluanch, launch and post launch of respiratory in India and recognised as ILD leader in just 3 yrs of launch""",5
Boehringer Ingelheim,,Current Employee ,,"Nice and very clean environment, much to learn, great people",Management could do a better job. Some of the leadership are lack of confidence and not capable. Slow to change at times. They need to create additional development opportunities for field based employees.,7-Jul-20,I have been working at Boehringer Ingelheim full-time for more than 10 years,"""great job for these days""",5
Boehringer Ingelheim,,Former Employee ,,Employee benefits are great. Agility culture.,High sales goal and bad managing skill.,7-Jul-20,I worked at Boehringer Ingelheim full-time for more than a year,"""Boehringer-ingelheim""",4
Boehringer Ingelheim,,Current Employee ,,"Colleagues, good products, flexible working","Bullying culture crept in over last year. Uninformed and in experienced management level making decisions that are not best for business. 
Leadership teams ineffective and not held to account for failings.",17-Jul-20,I have been working at Boehringer Ingelheim full-time for more than 5 years,"""Gone downhill quickly""",1
Boehringer Ingelheim,,Current Employee ,,Great team and company to be working with,Badly affected by the current pandemic,8-Jun-20,I have been working at Boehringer Ingelheim full-time for less than a year,"""Top Performer""",4
Boehringer Ingelheim,,Former Employee ,,"Nice people, good benefits, great work/life balance",low agility to react into business changes. Too many softwares connected,22-May-20,I worked at Boehringer Ingelheim full-time for less than a year,"""Above average""",4
Boehringer Ingelheim,,Former Employee ,,Team builder and strategy oriented,Not much opportunity to create new products,20-May-20,I worked at Boehringer Ingelheim full-time for more than 8 years,"""Excellent!""",5
Boehringer Ingelheim,,Former Employee ,,"Very good working environment, people and food, flexible working time","i didnt find any cons, everyone was very happy",3-May-20,I worked at Boehringer Ingelheim full-time for less than a year,"""Best company in germany""",5
Boehringer Ingelheim,,Former Employee ,,Family owned and long term vision. Good company culture,No stock options possible as incentive,25-Apr-20,I worked at Boehringer Ingelheim full-time,"""Good company to work for""",4
Boehringer Ingelheim,,Former Employee ,,Amazing company to work with and proper work life balance.Great focus on the goals and achievements,"Management in IT needs to be well structured. Since 4-5 years management members are selected just based on contacts. Someone being good in the system doesn't mean they can be good leaders. People are amazing but what's needed is right leaders to take the company forward. When you lack that, its tough to stay motivated on longer run.",5-May-20,I worked at Boehringer Ingelheim full-time for more than 5 years,"""Amazing company to work at""",3
Boehringer Ingelheim,,Former Employee ,,Great product portfolio  and history,Compliance does not apply to protected people esp from the West or those who play severe politics. HR has no voice and no weightage. German mothership does not allow autonomy and processes and systems are disconnected and do not serve employees to their advantage.,25-Apr-20,I worked at Boehringer Ingelheim full-time for more than a year,"""Lack of diversity, leadership and fairness""",2
Boehringer Ingelheim,,Current Employee ,,"- great work life balance 
- challenging 
- family owned 
- strong education focus","- not many so will be picky 
- salary could be better 
- very KPI driven",10-Apr-20,I have been working at Boehringer Ingelheim full-time,"""Family orientated business""",5
Boehringer Ingelheim,,Current Employee ,,Highest Growing pharmaceutical Company in India,Not a listed company as its Family owned,10-Apr-20,I have been working at Boehringer Ingelheim full-time,"""Great Place to Work""",4
Boehringer Ingelheim,,Former Employee ,,"Opportunities to grow, great leaders, great coworkers",some managers cannot handle their team,7-Apr-20,I worked at Boehringer Ingelheim full-time for more than 5 years,"""A great company to work for""",4
Boehringer Ingelheim,,Current Employee ,,"- Quality of products
- Pipeline
- Family owned
- Resources","- Shortsighted
- Limited potential for employee growth
- Egocentric",15-Apr-20,I have been working at Boehringer Ingelheim full-time,"""An independent Big Pharma giant""",3
Boehringer Ingelheim,,Former Employee ,,"Taking care about employees
Good salary and other benefits",My position was cut from company. This is really sad for me.,28-Mar-20,I worked at Boehringer Ingelheim full-time for more than a year,"""Good company in transfomation""",4
Boehringer Ingelheim,,Former Employee ,,Top global player in animal health with diverse portfolio.,Decreasing level of flexibility to operate in the animal health market,29-Mar-20,I worked at Boehringer Ingelheim full-time for more than 10 years,"""Animal Health""",3
Boehringer Ingelheim,,Current Employee ,,"Work life balance, management, benfits",There are none as of now,14-Mar-20,I have been working at Boehringer Ingelheim full-time for less than a year,"""Amazing place to work""",5
Boehringer Ingelheim,,Current Employee ,,"The management has the employees' best interest always. Offers daily free lunch, working remotely, reasonable workload.",Some newly promoted managers are not well-versed yet with the overall management style.,12-Mar-20,I have been working at Boehringer Ingelheim full-time for more than a year,"""Values employees""",5
Boehringer Ingelheim,,Former Employee ,,Good compensation and great products,Too metrics driven and not considering the people factor in decisions,20-Mar-20,I worked at Boehringer Ingelheim full-time for more than 10 years,"""Good people and culture but too metrics driven""",3
Boehringer Ingelheim,,Current Employee ,,"Stable and long term thinking, good products, colleagues","Limited career progress opportunities, overly process oriented , slow to adopt",8-Feb-20,I have been working at Boehringer Ingelheim full-time,"""Stable place to work respectful colleagues""",4
Boehringer Ingelheim,,Current Employee ,,"Grow and develop people
Flexi working hour
Decent working culture","redundant work process
IT system that is not user friendly",2-Feb-20,I have been working at Boehringer Ingelheim full-time for less than a year,"""Good growth""",4
Boehringer Ingelheim,,Former Employee ,,Good salary package and respect,I enjoy my work with cow worker,3-Mar-20,I worked at Boehringer Ingelheim full-time for more than a year,"""English Language Teacher""",1
Boehringer Ingelheim,,Former Employee ,,"Salaries are good for area
Flex time","Poor work/life balance
Overworked staff
Little appreciation for employees
Not enough people for the amount of work expected
Extremely rude Board Member in HO in Germany, making it very clear his mandate is to cut staff",5-Feb-20,I worked at Boehringer Ingelheim full-time for more than 10 years,"""No longer good place to work""",2
Boehringer Ingelheim,,Former Employee ,,Pay and benefits on par with industry. Free parking. Close to trains.,"Take everything you despise about the Boomer generation, package it up and put in place at BI Animal Health CANADA and what you’ll have is an outdated confrontational leadership culture driven by fear and insecurity, expertly modelled by the Executive Director and running deep through each level of her leadership team. No offense. Not trying to be mean. Just calling it for what it is.",21-Feb-20,I worked at Boehringer Ingelheim full-time for more than a year,"""Disappointing Workplace and Culture""",1
Boehringer Ingelheim,,Former Employee ,,"Growing org, structured work culture,","Stretched work hours, career growth",16-Jan-20,I worked at Boehringer Ingelheim full-time for more than a year,"""Great org to work with""",4
Boehringer Ingelheim,,Former Employee ,,Support you well moving across teams via secondments,More internally focused than external. May have changed now,17-Jan-20,I worked at Boehringer Ingelheim full-time for more than 5 years,"""Great company for those who keen to develop""",4
Boehringer Ingelheim,,Current Employee ,,"Brands, people, ambition, R&D,  family owned",Often too brand focussed to see early enough the evolution of the market,15-Jan-20,I have been working at Boehringer Ingelheim full-time for more than 8 years,"""Leading Animal Health provider""",4
Boehringer Ingelheim,,Current Employee ,,Good to combine with studies- work/life balance definitely tends to weigh to life side of the balance,"A lot of funny business going on between office employees and top managers, nepotism, little to no room for career growth",2-Jan-20,I have been working at Boehringer Ingelheim full-time for more than a year,"""Definitely not a place for pro growth""",3
Boehringer Ingelheim,,Former Employee ,,employees are very well compensated,no career growth especially for tenured employees,17-Dec-19,I worked at Boehringer Ingelheim full-time,"""competitive compensation and benefits""",4
Boehringer Ingelheim,,Former Employee ,,"- New management 
- Near Macquarie Shop/transporter 
- Other colleagues were supportive with abusive management","This company has the worst culture ever. My manager (who no longer works there as he was let go), was unfit both mentally and physically. He was very condesending and a vile human being. He would make Harvey Weinstein look like an angel in comparison. He showed me how not to act as a manager. If a manager abuses their influence, doesn't treat people well, or confuses manipulation with leadership - you may win a few battles but you'll lose the war. HR are also very manipulative and do not care about employees, I experienced this first hand with their utter rudeness and lack of care. They would always say ""we had some feedback about you"" and if you asked who it was from/what it was about they refused to say anything else. I find thay very nasty and unfair as you can't defend yourself appropriately. They only did this when notifying them about arrogant pigs in the office. They are pure evil HR.",26-Dec-19,I worked at Boehringer Ingelheim full-time for more than a year,"""Awful Culture""",1
Boehringer Ingelheim,,Former Employee ,,"Motived working environment, chance for self-developing",Work-life balance need to be adjusted,18-Nov-19,I worked at Boehringer Ingelheim full-time for more than a year,"""Working Environment""",5
Boehringer Ingelheim,,Current Employee ,,"Flexible working hours,high salary,additional day-offs",Poor team managment in general; can fire you any time without explanation,26-Nov-19,I have been working at Boehringer Ingelheim full-time,"""Regional Clinical Trial Manager""",3
Boehringer Ingelheim,,Former Employee ,,Corporate Culture and Networking opportunities,"Career development opportunities
Lack of interesting projects",20-Oct-19,I worked at Boehringer Ingelheim full-time for less than a year,"""Business Analyst""",4
Boehringer Ingelheim,,Current Employee ,,"Inspiring leadership in the UK now with positive aspirations and the drive to make things happen. Amazing colleagues who go the extra mile for you and the patients. a focus on  successful and sustainable  growth for individuals and our organisation, a company where I can be myself, be listened to and add value.  A company I am proud to work for.  I love the flexi time benefit you get at head office and the ability to manage my time and work with autonomy and trust.","We can be slow at making decisions, we want to collaborate and get things right but we recognise we need to move more quickly and are trying new methods.",15-Oct-19,I have been working at Boehringer Ingelheim full-time for more than 8 years,"""Ambitious, engaging and great to be a part of!""",4
Boehringer Ingelheim,,Current Employee ,,Good culture and nice people,Less promotion opportunity for young people,9-Oct-19,I have been working at Boehringer Ingelheim full-time for more than a year,"""CRA""",5
Boehringer Ingelheim,,Former Employee ,,Great Company to work for,No cons - loved that Company,29-Sep-19,I worked at Boehringer Ingelheim full-time for more than a year,"""My bedt job ever""",5
Boehringer Ingelheim,,Former Employee ,,Good start for rookies,"Don’t learn anything .
Bad experience",31-Oct-19,I worked at Boehringer Ingelheim full-time for more than a year,"""The worst culture ever""",1
Boehringer Ingelheim,,Current Employee ,,Nice team to work along,Nothing specific to highlight about,27-Aug-19,I have been working at Boehringer Ingelheim full-time,"""Good organization""",5
Boehringer Ingelheim,,Current Employee ,,Family oriented culture. Flexible working.,Salary package only average compared to industry benchmarks.,26-Aug-19,I have been working at Boehringer Ingelheim full-time,"""Great culture""",5
Boehringer Ingelheim,,Former Employee ,,Values people and good working clima,Average salary range lower than competitors,22-Aug-19,I worked at Boehringer Ingelheim full-time,"""Sales Manager""",5
Boehringer Ingelheim,,Current Employee ,,Family run business with self drive culture,None at the moment,20-Aug-19,I have been working at Boehringer Ingelheim full-time for more than a year,"""Great family value driven company""",4
Boehringer Ingelheim,,Former Employee ,,"-structured processes
-a lot of responsibilities and would learn a lot especially as Junior",#NAME?,15-Aug-19,I worked at Boehringer Ingelheim full-time for more than a year,"""Great learning opportunity""",4
Boehringer Ingelheim,,Current Employee ,,"Steady growth, good atmosphere, stable job","payment, achievements are not recognized, insufficient communication",13-Aug-19,I have been working at Boehringer Ingelheim full-time for more than 10 years,"""Stable Position, nice colleagues""",4
Boehringer Ingelheim,,Current Employee ,,"People, environment, benefits, internal opportunities",Bureaucracy and not so progressive,13-Aug-19,I have been working at Boehringer Ingelheim full-time for more than 3 years,"""Great place to work""",5
Boehringer Ingelheim,,Former Employee ,,"Great comprehensive training. 2 conferences per yr, good perks","Boehringer is very focused on numbers, it seems that they only care about the stats and how much an employee can tick off. I felt that the the rep or employees aren’t really valued as valuable resource. They have a high turn over; out of 9 new starters I believe there was only 1 left that was working at Boehringer in 2 yrs. 
I get that business has to make a profit and that key performance indicators need to be met in order to get ahead, however it shouldn’t be the only important factor. If the employee doesn’t feel valued, empowered and cared for then you are not going to get the best performance. 
Perhaps its the German way/direction; it would work in Germany.....not in Australia.",24-Aug-19,I worked at Boehringer Ingelheim full-time for more than a year,"""Focused more on the numbers rather their employees""",2
Boehringer Ingelheim,,Former Employee ,,"great products, global strategy, good benefit","Somewhat slow to make decisions, especially from upper management",4-Aug-19,I worked at Boehringer Ingelheim full-time for more than 5 years,"""good company""",4
Boehringer Ingelheim,,Former Employee ,,"Good pay and conditions, very good culture",Slow decision making and bureaucratic,1-Aug-19,I worked at Boehringer Ingelheim full-time for more than 10 years,"""Good company""",5
Boehringer Ingelheim,,Former Employee ,,"Good salary and benefits
Great atmosphere
People are nice","Hard to move around within the company
Some employees have been there for 30+ years (which is a pro as well)",1-Aug-19,I worked at Boehringer Ingelheim full-time,"""Great company to work for""",4
Boehringer Ingelheim,,Current Employee ,,"Food, desk space, relaxed approach, potential to be great","Not agile , too risk averse , no. Visibility of management",9-Aug-19,I have been working at Boehringer Ingelheim full-time for less than a year,"""Has potential but falling behind""",3
Boehringer Ingelheim,,Former Employee ,,Great community feel among such a large company,Nothing really too negative about working there,22-Jul-19,I worked at Boehringer Ingelheim full-time for more than a year,"""Family Company""",5
Boehringer Ingelheim,, ,,Best work environment to grow in carrier,"As per my thinking, no cons to work with Boehringer Ingelheim",19-Jul-19,I worked at Boehringer Ingelheim ,"""Excellent organization. Enjoyed a lot during my tenure.""",5
Boehringer Ingelheim,,Current Employee ,,Not too much commercial driven.,Few central medical position in Beijing. Relatively small team compared with other pharmaceuticals.,18-Jul-19,I have been working at Boehringer Ingelheim full-time for more than a year,"""Good work environment""",4
Boehringer Ingelheim,,Current Employee ,,"High quality education
Stable team and positive culture",Slow to pick up on new ideas,18-Jul-19,I have been working at Boehringer Ingelheim full-time,"""Quality but slow to move like an old German Bus""",4
Boehringer Ingelheim,,Former Employee ,,Close to public transport,Long hours poor management,27-Jul-19,I worked at Boehringer Ingelheim full-time for more than 3 years,"""Not a great place to work""",2
Boehringer Ingelheim,,Former Employee ,,"People are nice, culture is ok.
Options to move around through cross divisional secondments","Not forward thinking with flexible work options.
Rigid management styles.",28-Jul-19,I worked at Boehringer Ingelheim full-time for more than 3 years,"""Ok, but needs to get with the times""",3
Boehringer Ingelheim,,Former Employee ,,Average company for starting career,no bonus been given even if you work hard,26-Jul-19,I worked at Boehringer Ingelheim full-time,"""Medical Advisor""",2
Boehringer Ingelheim,,Former Employee ,,Good work life balance and kudo to Head of IT Manager in Singapore,Downsizing during that time in IT,8-Jul-19,I worked at Boehringer Ingelheim full-time for more than a year,"""IT Work in Boehringer""",5
Boehringer Ingelheim,,Current Employee ,,"Relaxed approach to office hours and flexible working, good food and facilities, big ambitions as a company","Leadership can be quite disconnected from the day-to-day, quite a hierarchical structure, slow moving processes and a little behind in digital innovation",22-Jul-19,I have been working at Boehringer Ingelheim full-time for more than a year,"""Slow moving company but lots of opportunities for growth""",3
Boehringer Ingelheim,,Former Employee ,,You don't need any business acumen to work here!,"Entrenched culture of bullying, sexual harrasment and misogyny. Management roles given to those who 'play the game' rather than those with the skills required to build the business and inspire their team.   
Old school pharma at it's worst.",7-Aug-19,I worked at Boehringer Ingelheim full-time for more than 10 years,"""Great global organisation, toxic culture at Australian affiliate""",1
Boehringer Ingelheim,,Current Employee ,,Best Culture to work,Internal politics at All level,26-Jun-19,I have been working at Boehringer Ingelheim full-time for more than 5 years,"""Good""",4
Boehringer Ingelheim,, ,,"Colleagues, central location, good staff welfare and bonus","Regression, manager relationship, micromanaging, politics, backdated in digital initiatives",1-Jul-19,I have been working at Boehringer Ingelheim ,"""Work at BISG""",3
Boehringer Ingelheim,,Former Employee ,,"Great people
Mid & long term strategy
R&D focus","Conservative
Burocrat
No career long term oriented",14-Jun-19,I worked at Boehringer Ingelheim full-time for more than 10 years,"""Senior Legal counsel""",4
Boehringer Ingelheim,,Former Employee ,,good work life balance and great career opportunities,"none to mention, they really take good care of their employees",6-Jun-19,I worked at Boehringer Ingelheim full-time for more than 5 years,"""Good Company""",5
Boehringer Ingelheim,,Former Employee ,,Nice Culture and Working Styles,"Lack of Pipeline, Old School Business Style",27-May-19,I worked at Boehringer Ingelheim full-time for more than 8 years,"""Great People Based Company""",4
Boehringer Ingelheim,,Former Employee ,,You get paid- but that’s it,"Too many to list. Treats everyone as kids. Keep saying family owned company but it’s a dysfunctional oppressive one. Screw everyone on money, terms and conditions. Churns everyone. Staff either don’t stay long or they stay forever and become managers that don’t know any better. It’s basically a GP rep company that hires new grads with no experience then churns and burns.... it’s cult like in its culture.",27-Jun-19,I worked at Boehringer Ingelheim full-time for more than a year,"""Oppressive place""",1
Boehringer Ingelheim,,Current Employee ,,Revolutionary Fantastic products - management okay,"Absolutely terrible leadership, strategy, direction and unreachable senior leadership",20-Jun-19,I have been working at Boehringer Ingelheim full-time for more than 3 years,"""Primary care rep""",1
Boehringer Ingelheim,,Current Employee ,,Good package ... good work life balance,Management is very bad ... they don’t compensate people,19-Jun-19,I have been working at Boehringer Ingelheim full-time for more than 5 years,"""Bad experience with BI""",1
Boehringer Ingelheim,,Current Employee ,,"one of the 15 biggest Multi national pharmaceutical company in the world with specialized innovative products in cardiovascular & Metabolic disorders (Anti-coagulant, Anti-hypertension & Oral Anti Diabetic)","Workload is unbearable, covering 10 Sub Saharan African Countries where is no control in parallel importation and smuggling that lead in wasting all the marketing effort to someone else and No flexibility for commercial deals due to strict compliance processes",13-May-19,I have been working at Boehringer Ingelheim full-time for more than 10 years,"""Head of Sales""",5
Boehringer Ingelheim,,Former Employee ,,Felt valued and received excellent development,Quite a bit of senior management change over past few years,10-May-19,I worked at Boehringer Ingelheim full-time for more than 8 years,"""V happy with my time there""",4
Boehringer Ingelheim,,Former Employee ,,Great people focussed  company where individuals count and  are treated with respect,Too focussed on head office personnel did promotion,9-May-19,I worked at Boehringer Ingelheim full-time,"""Update""",5
Boehringer Ingelheim,,Former Employee ,,"Good pay, good benefits, flexible hours, good cafeteria, smart people","lots of changes, people are stressed, some uncertainty",7-May-19,I worked at Boehringer Ingelheim full-time for more than 10 years,"""Good employer""",4
Boehringer Ingelheim,,Former Employee ,,"- Great products
-  Competent & experienced colleagues","- Overloaded with task
- Bad work-life balance
- Management thinking only about their own career benefits",30-May-19,I worked at Boehringer Ingelheim full-time for more than 3 years,"""Management thinking only abouh their own career benefits""",1
Boehringer Ingelheim,,Current Employee ,,"Attractive salary,expenses,brands and good culture.",Overall nothing its good place to work.,11-Apr-19,I have been working at Boehringer Ingelheim full-time for more than a year,"""Its nice company to work""",5
Boehringer Ingelheim,, ,,great opportunities to grow in your carreer,it is still a bureaucratic company,1-Apr-19,I have been working at Boehringer Ingelheim ,"""RA Manager""",5
Boehringer Ingelheim,,Former Employee ,,"competitive salary and contract, benefits","stuck in the dark ages of 1990s pharma
Call rate key message delivery focus
appaulling metric-driven
Culture of fear and self preservation in the salesforce",12-Apr-19,I worked at Boehringer Ingelheim full-time for more than 5 years,"""Boehringer - Toxic & appaulingly metric driven""",2
Boehringer Ingelheim,,Current Employee ,,its a great company with some really good fringe benefits.,it could be a better company if only management where able to perform there job correctly and make sure that there is a view for the future instead of the upcoming 5 minutes.,9-Apr-19,I have been working at Boehringer Ingelheim full-time for more than 5 years,"""basics for a great company, if only management where up to the job.""",3
Boehringer Ingelheim,,Current Employee ,,"Good exposure and learning, approachable peers",Not applicable as of now,26-Mar-19,I have been working at Boehringer Ingelheim full-time for more than 5 years,"""Good company to work""",4
Boehringer Ingelheim,,Current Employee ,,"Forward looking, patient focused and rewarding to work for.",2 restructures since 2015 have seen the organisation need to refocus on its people and the patients.,23-Mar-19,I have been working at Boehringer Ingelheim full-time,"""Finding its way forward again.""",4
Boehringer Ingelheim,,Current Employee ,,global company with great people,i didnt like this kind of job,6-Apr-19,I have been working at Boehringer Ingelheim full-time,"""1""",3
